0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,fact_sale,pred_trend
4.667,1.546,0.331,0.857,-0.431,-1.0,-0.223,0.0,0.0,-0.042,0.009,-0.283,0.455,7.0,0.714,-0.866,-0.5,5.0,4.0,
4.667,1.546,0.331,1.071,0.216,-2.0,-0.336,3.0,0.0,0.014,0.001,0.166,0.545,7.0,0.714,-1.0,0.0,4.0,4.0,
4.5,1.607,0.357,1.556,1.555,3.0,0.56,2.0,1.0,0.063,0.018,1.352,0.636,6.0,0.714,-0.866,0.5,3.0,5.0,
4.5,1.607,0.357,0.889,-0.311,2.0,0.693,0.0,2.0,-0.147,0.099,0.202,0.545,7.0,0.714,-0.5,0.866,7.0,7.0,
4.833,1.863,0.386,0.414,-1.521,-3.0,-0.916,-3.0,-5.0,-0.259,0.23,-0.862,0.455,6.0,0.75,0.0,1.0,8.0,4.0,
4.917,1.754,0.357,1.017,0.048,1.0,0.223,-1.0,0.0,-0.059,0.014,0.236,0.545,6.0,0.75,0.5,0.866,3.0,2.0,
4.75,1.831,0.386,0.842,-0.41,-1.0,-0.223,2.0,0.0,0.01,0.0,-0.441,0.455,5.0,0.75,0.866,0.5,3.0,5.0,
4.833,2.034,0.421,0.828,-0.41,-6.0,-0.916,0.0,0.0,0.329,0.311,-1.564,0.455,7.0,0.6,-0.866,-0.5,3.0,5.0,
4.833,2.034,0.421,2.069,2.54,2.0,0.223,5.0,5.0,0.399,0.457,1.985,0.455,7.0,0.4,-1.0,0.0,4.0,4.0,
4.417,1.32,0.299,1.811,2.714,4.0,0.693,5.0,3.0,0.157,0.169,2.259,0.364,7.0,0.4,-0.866,0.5,5.0,10.0,
4.25,0.924,0.217,0.941,-0.271,-1.0,-0.223,0.0,1.0,-0.066,0.062,0.129,0.273,6.0,0.5,-0.5,0.866,6.0,8.0,
4.083,1.115,0.273,1.224,0.822,2.0,0.511,0.0,1.0,0.031,0.009,0.67,0.364,6.0,0.5,0.0,1.0,2.0,4.0,
4.417,1.754,0.397,0.679,-0.808,-1.0,-0.288,-2.0,0.0,-0.199,0.154,-0.199,0.273,6.0,0.778,0.5,0.866,9.0,5.0,
5.167,2.672,0.517,0.774,-0.437,-1.0,-0.223,1.0,0.0,-0.427,0.304,0.529,0.273,6.0,0.833,0.866,0.5,12.0,3.0,
3.833,1.344,0.351,0.783,-0.62,0.0,0.0,-3.0,-3.0,-0.028,0.005,-0.507,0.545,7.0,0.667,-0.866,-0.5,4.0,5.0,
3.75,1.422,0.379,0.8,-0.528,1.0,0.405,-2.0,-2.0,0.08,0.038,-0.855,0.636,8.0,0.667,-1.0,0.0,2.0,3.0,
4.0,1.528,0.382,0.5,-1.309,-4.0,-1.099,-1.0,0.0,0.028,0.004,-1.413,0.545,8.0,0.667,-0.866,0.5,6.0,3.0,
4.25,1.422,0.334,1.412,1.231,1.0,0.182,0.0,2.0,0.08,0.038,0.938,0.636,8.0,0.667,-0.5,0.866,5.0,2.0,
4.333,1.546,0.357,1.154,0.431,2.0,0.511,0.0,2.0,-0.105,0.055,0.828,0.545,9.0,0.714,0.0,1.0,7.0,6.0,
4.25,1.534,0.361,0.706,-0.815,-3.0,-0.693,1.0,-1.0,-0.122,0.076,-0.391,0.545,9.0,0.714,0.5,0.866,4.0,5.0,
4.333,1.491,0.344,1.385,1.118,1.0,0.182,2.0,4.0,-0.056,0.017,1.336,0.545,8.0,0.714,0.866,0.5,4.0,3.0,
8.75,3.003,0.343,0.686,-0.916,-6.0,-0.693,0.0,-3.0,0.206,0.056,-1.331,0.545,5.0,0.571,-0.866,-0.5,4.0,7.0,
9.0,2.887,0.321,1.333,1.039,2.0,0.182,-2.0,1.0,0.322,0.148,0.462,0.545,5.0,0.571,-1.0,0.0,9.0,6.0,
8.75,2.742,0.313,1.143,0.456,4.0,0.511,4.0,-2.0,0.185,0.054,0.087,0.455,5.0,0.571,-0.866,0.5,9.0,12.0,
8.583,2.722,0.317,0.699,-0.949,-8.0,-0.847,-3.0,-3.0,0.157,0.04,-1.293,0.455,5.0,0.571,-0.5,0.866,8.0,10.0,
8.5,2.814,0.331,1.647,1.955,8.0,0.847,3.0,8.0,0.413,0.256,1.331,0.545,4.0,0.556,0.0,1.0,5.0,6.0,
8.083,2.29,0.283,0.742,-0.91,-3.0,-0.405,-6.0,2.0,0.143,0.047,-1.285,0.455,4.0,0.556,0.5,0.866,9.0,14.0,
8.083,2.29,0.283,1.113,0.4,-2.0,-0.201,0.0,0.0,0.318,0.23,-0.415,0.545,5.0,0.556,0.866,0.5,6.0,6.0,
12.75,5.746,0.451,1.02,0.044,6.0,0.619,1.0,-1.0,0.5,0.09,-0.456,0.545,8.0,0.737,-0.866,-0.5,4.0,11.0,
12.667,5.749,0.454,0.553,-0.986,-17.0,-1.232,-13.0,-4.0,0.517,0.097,-1.558,0.455,8.0,0.737,-1.0,0.0,12.0,13.0,
13.0,5.523,0.425,1.846,1.992,12.0,0.693,11.0,19.0,0.839,0.275,1.358,0.545,8.0,0.737,-0.866,0.5,11.0,7.0,
11.833,4.45,0.376,1.014,0.037,-8.0,-0.511,-2.0,1.0,0.455,0.124,-0.56,0.545,7.0,0.737,-0.5,0.866,10.0,24.0,
11.333,4.732,0.418,1.765,1.832,7.0,0.431,9.0,1.0,0.671,0.24,1.206,0.636,6.0,0.737,0.0,1.0,6.0,12.0,
10.75,4.003,0.372,1.209,0.562,-1.0,-0.074,8.0,9.0,0.213,0.034,0.274,0.545,6.0,0.737,0.5,0.866,13.0,20.0,
10.5,3.948,0.376,1.333,0.887,3.0,0.241,3.0,2.0,0.14,0.015,0.697,0.636,6.0,0.737,0.866,0.5,10.0,13.0,
8.167,3.46,0.424,1.714,1.686,1.0,0.074,4.0,6.0,0.769,0.589,0.722,0.455,4.0,0.3,-0.866,-0.5,2.0,14.0,
7.5,3.014,0.402,1.733,1.825,5.0,0.486,6.0,5.0,0.587,0.453,1.018,0.364,5.0,0.667,-1.0,0.0,6.0,14.0,
6.917,2.532,0.366,1.157,0.428,-2.0,-0.223,1.0,-2.0,0.395,0.29,-0.511,0.273,4.0,0.667,-0.866,0.5,6.0,13.0,
6.583,2.629,0.399,1.519,1.3,3.0,0.357,2.0,1.0,0.458,0.362,0.427,0.364,4.0,0.667,-0.5,0.866,4.0,8.0,
6.833,3.051,0.446,1.024,0.055,0.0,0.0,-1.0,5.0,0.056,0.004,-0.046,0.273,4.0,0.846,0.0,1.0,13.0,10.0,
6.917,3.068,0.443,1.012,0.027,-1.0,-0.134,-3.0,5.0,0.003,0.0,0.021,0.364,5.0,0.846,0.5,0.866,8.0,7.0,
6.917,3.068,0.443,1.157,0.353,0.0,0.0,-1.0,2.0,-0.003,0.0,0.359,0.455,5.0,0.846,0.866,0.5,7.0,7.0,
9.167,3.131,0.342,0.545,-1.331,-7.0,-0.875,-3.0,-4.0,-0.0,0.0,-1.331,0.636,7.0,0.643,-0.866,-0.5,4.0,4.0,
8.833,3.716,0.421,1.358,0.852,3.0,0.288,5.0,-2.0,0.503,0.219,0.121,0.727,6.0,0.5,-1.0,0.0,1.0,5.0,
8.167,3.804,0.466,1.102,0.219,1.0,0.118,-4.0,-2.0,0.545,0.245,-0.655,0.636,7.0,0.75,-0.866,0.5,4.0,12.0,
8.167,3.804,0.466,0.98,-0.044,1.0,0.134,-1.0,2.0,0.476,0.186,-0.811,0.545,7.0,0.889,-0.5,0.866,9.0,9.0,
7.917,3.904,0.493,0.884,-0.235,-6.0,-0.619,-7.0,-5.0,0.605,0.286,-1.286,0.545,7.0,0.889,0.0,1.0,5.0,8.0,
7.833,3.933,0.502,1.66,1.314,4.0,0.368,2.0,9.0,0.72,0.4,0.395,0.545,7.0,0.889,0.5,0.866,6.0,7.0,
7.583,3.685,0.486,1.187,0.384,-5.0,-0.442,3.0,8.0,0.402,0.142,-0.233,0.455,6.0,0.9,0.866,0.5,10.0,13.0,
12.167,3.184,0.262,0.822,-0.68,-3.0,-0.262,-2.0,-1.0,0.028,0.001,-0.729,0.545,7.0,0.556,-0.866,-0.5,7.0,12.0,
12.917,3.616,0.28,1.006,0.023,1.0,0.08,-2.0,3.0,-0.136,0.017,0.232,0.545,7.0,0.632,-1.0,0.0,19.0,10.0,
12.833,3.625,0.282,0.935,-0.23,0.0,0.0,-1.0,-5.0,-0.105,0.01,-0.071,0.545,7.0,0.632,-0.866,0.5,12.0,13.0,
12.583,3.774,0.3,0.954,-0.155,-3.0,-0.223,1.0,4.0,0.08,0.005,-0.273,0.636,7.0,0.632,-0.5,0.866,9.0,12.0,
12.5,3.797,0.304,1.2,0.658,2.0,0.143,5.0,-3.0,0.168,0.023,0.42,0.636,7.0,0.632,0.0,1.0,11.0,12.0,
11.75,4.105,0.349,1.106,0.304,2.0,0.167,-4.0,6.0,0.304,0.065,-0.107,0.636,8.0,0.632,0.5,0.866,6.0,15.0,
11.417,4.152,0.364,0.964,-0.1,1.0,0.095,3.0,-8.0,0.353,0.086,-0.594,0.545,9.0,0.632,0.866,0.5,9.0,13.0,
5.667,1.886,0.333,0.706,-0.884,-5.0,-0.811,0.0,-1.0,0.168,0.094,-1.443,0.455,8.0,0.556,-0.866,-0.5,6.0,5.0,
6.0,1.915,0.319,1.5,1.567,1.0,0.118,0.0,4.0,0.154,0.077,1.171,0.455,7.0,0.556,-1.0,0.0,8.0,4.0,
5.75,1.689,0.294,1.391,1.332,4.0,0.693,4.0,4.0,0.017,0.001,1.276,0.455,8.0,0.556,-0.866,0.5,6.0,9.0,
5.583,1.552,0.278,0.716,-1.02,-5.0,-0.811,-1.0,-2.0,-0.094,0.044,-0.701,0.364,7.0,0.556,-0.5,0.866,6.0,8.0,
5.667,1.491,0.263,1.588,2.236,5.0,0.811,4.0,5.0,0.0,0.0,2.236,0.455,6.0,0.5,0.0,1.0,5.0,4.0,
5.25,1.164,0.222,0.762,-1.074,-1.0,-0.223,0.0,-2.0,-0.087,0.067,-0.684,0.455,5.0,0.5,0.5,0.866,4.0,9.0,
5.583,1.32,0.236,0.896,-0.442,0.0,0.0,-1.0,-3.0,-0.136,0.127,0.135,0.455,5.0,0.5,0.866,0.5,8.0,4.0,
10.5,3.686,0.351,1.143,0.407,1.0,0.087,1.0,-2.0,0.42,0.154,-0.238,0.545,5.0,0.5,-0.866,-0.5,11.0,10.0,
10.25,3.677,0.359,1.073,0.204,-9.0,-0.598,4.0,3.0,0.409,0.147,-0.442,0.545,5.0,0.5,-1.0,0.0,9.0,12.0,
9.583,4.172,0.435,2.087,2.497,9.0,0.598,12.0,13.0,0.654,0.293,1.944,0.636,4.0,0.5,-0.866,0.5,3.0,11.0,
9.0,3.0,0.333,1.222,0.667,4.0,0.452,-3.0,5.0,0.049,0.003,0.578,0.545,5.0,0.769,-0.5,0.866,13.0,20.0,
9.25,3.269,0.353,0.757,-0.688,-1.0,-0.134,-1.0,-4.0,-0.234,0.061,-0.304,0.455,4.0,0.786,0.0,1.0,14.0,11.0,
9.75,3.345,0.343,0.821,-0.523,-6.0,-0.56,1.0,-3.0,-0.276,0.081,-0.072,0.545,5.0,0.786,0.5,0.866,13.0,7.0,
9.5,3.571,0.376,1.474,1.26,6.0,0.56,8.0,5.0,-0.014,0.0,1.282,0.636,4.0,0.786,0.866,0.5,5.0,8.0,
3.917,2.06,0.526,1.277,0.526,-2.0,-0.336,-2.0,4.0,0.325,0.297,-0.408,0.364,5.0,0.8,-0.866,-0.5,2.0,8.0,
4.083,2.216,0.543,1.714,1.316,1.0,0.154,5.0,4.0,0.157,0.06,0.955,0.364,5.0,0.857,-1.0,0.0,7.0,5.0,
3.75,2.046,0.546,1.6,1.1,-1.0,-0.154,4.0,1.0,0.066,0.013,0.927,0.364,5.0,0.857,-0.866,0.5,3.0,7.0,
3.417,1.977,0.579,2.049,1.812,5.0,1.253,6.0,2.0,0.031,0.003,1.727,0.455,4.0,0.857,-0.5,0.866,2.0,6.0,
2.917,1.754,0.601,0.686,-0.523,0.0,0.0,-1.0,0.0,-0.038,0.006,-0.403,0.455,4.0,0.857,0.0,1.0,1.0,7.0,
3.0,1.732,0.577,0.667,-0.577,1.0,0.693,-3.0,0.0,0.0,0.0,-0.577,0.455,5.0,0.857,0.5,0.866,3.0,2.0,
2.917,1.801,0.617,0.343,-1.064,-2.0,-1.099,-4.0,-6.0,0.122,0.055,-1.479,0.455,5.0,0.857,0.866,0.5,1.0,2.0,
14.167,6.309,0.445,1.624,1.4,8.0,0.427,1.0,12.0,1.301,0.506,0.379,0.545,4.0,0.526,-0.866,-0.5,4.0,16.0,
13.25,5.732,0.433,1.132,0.305,-7.0,-0.383,2.0,6.0,0.983,0.35,-0.791,0.455,4.0,0.667,-1.0,0.0,12.0,23.0,
12.333,6.236,0.506,1.784,1.55,0.0,0.0,10.0,6.0,1.259,0.486,0.613,0.545,4.0,0.667,-0.866,0.5,4.0,15.0,
11.167,5.595,0.501,1.97,1.936,9.0,0.526,11.0,3.0,0.986,0.37,1.218,0.545,5.0,0.667,-0.5,0.866,8.0,22.0,
9.75,4.763,0.489,1.333,0.682,1.0,0.08,4.0,9.0,0.731,0.28,-0.19,0.545,6.0,0.667,0.0,1.0,5.0,22.0,
9.75,4.763,0.489,1.231,0.472,1.0,0.087,-4.0,8.0,0.458,0.11,-0.06,0.455,7.0,0.692,0.5,0.866,13.0,13.0,
10.167,5.145,0.506,1.082,0.162,2.0,0.201,-8.0,-1.0,0.077,0.003,0.08,0.364,7.0,0.765,0.866,0.5,17.0,12.0,
10.667,4.384,0.411,1.219,0.532,0.0,0.0,1.0,-1.0,0.853,0.451,-0.726,0.545,5.0,0.643,-0.866,-0.5,4.0,8.0,
9.917,4.681,0.472,1.311,0.659,-7.0,-0.431,1.0,5.0,1.003,0.548,-0.774,0.545,5.0,0.643,-1.0,0.0,4.0,13.0,
8.917,5.171,0.58,2.243,2.143,8.0,0.511,15.0,7.0,1.206,0.648,1.451,0.636,4.0,0.643,-0.866,0.5,1.0,13.0,
7.667,4.028,0.525,1.565,1.076,0.0,0.0,-2.0,4.0,0.853,0.535,-0.131,0.545,5.0,0.8,-0.5,0.866,5.0,20.0,
7.0,3.916,0.559,1.714,1.277,7.0,0.875,4.0,6.0,0.797,0.494,0.221,0.636,6.0,0.8,0.0,1.0,4.0,12.0,
7.083,4.03,0.569,0.706,-0.517,-9.0,-1.03,-8.0,1.0,0.339,0.084,-1.024,0.545,6.0,0.923,0.5,0.866,13.0,12.0,
7.167,3.997,0.558,1.953,1.71,6.0,0.56,6.0,10.0,0.476,0.169,1.158,0.636,6.0,0.923,0.866,0.5,6.0,5.0,
4.083,1.656,0.406,1.469,1.157,2.0,0.405,4.0,3.0,0.164,0.117,0.651,0.545,7.0,0.714,-0.866,-0.5,4.0,4.0,
3.917,1.552,0.396,1.021,0.054,-3.0,-0.56,1.0,-3.0,0.08,0.032,-0.235,0.455,6.0,0.714,-1.0,0.0,4.0,6.0,
3.667,1.748,0.477,1.909,1.907,5.0,1.253,3.0,3.0,0.189,0.139,1.415,0.545,6.0,0.714,-0.866,0.5,1.0,4.0,
3.417,1.441,0.422,0.585,-0.983,-1.0,-0.405,-1.0,-1.0,0.024,0.003,-1.078,0.455,6.0,0.75,-0.5,0.866,4.0,7.0,
3.5,1.384,0.396,0.857,-0.361,-1.0,-0.288,-4.0,1.0,0.105,0.068,-0.806,0.545,7.0,0.75,0.0,1.0,3.0,2.0,
3.417,1.441,0.422,1.171,0.405,1.0,0.288,0.0,0.0,0.185,0.197,-0.338,0.636,6.0,0.75,0.5,0.866,2.0,3.0,
3.25,1.479,0.455,0.923,-0.169,-4.0,-0.847,0.0,-1.0,0.213,0.248,-1.109,0.545,5.0,0.75,0.866,0.5,2.0,4.0,
4.417,1.847,0.418,1.132,0.316,0.0,0.0,2.0,1.0,0.234,0.192,-0.425,0.273,6.0,0.6,-0.866,-0.5,5.0,7.0,
4.167,1.951,0.468,1.2,0.427,-2.0,-0.336,-2.0,-2.0,0.301,0.283,-0.497,0.364,7.0,0.6,-1.0,0.0,2.0,5.0,
4.0,1.958,0.489,1.75,1.532,4.0,0.847,3.0,5.0,0.308,0.294,0.795,0.364,7.0,0.6,-0.866,0.5,3.0,5.0,
3.667,1.748,0.477,0.818,-0.381,-4.0,-0.847,-1.0,1.0,0.21,0.172,-1.144,0.273,6.0,0.6,-0.5,0.866,3.0,7.0,
3.75,1.738,0.463,1.867,1.87,3.0,0.56,0.0,5.0,0.227,0.204,1.29,0.273,5.0,0.6,0.0,1.0,4.0,3.0,
3.333,1.491,0.447,1.2,0.447,0.0,0.0,2.0,-1.0,0.147,0.116,-0.101,0.273,5.0,0.6,0.5,0.866,2.0,7.0,
3.25,1.479,0.455,1.231,0.507,-3.0,-0.56,2.0,2.0,0.129,0.091,0.027,0.273,6.0,0.6,0.866,0.5,3.0,4.0,
24.583,6.639,0.27,0.854,-0.54,-11.0,-0.421,6.0,-14.0,0.556,0.084,-1.045,0.545,7.0,0.571,-0.866,-0.5,16.0,24.0,
24.5,6.69,0.273,1.306,1.121,-1.0,-0.031,5.0,7.0,0.895,0.213,0.434,0.545,8.0,0.571,-1.0,0.0,20.0,21.0,
25.083,7.566,0.302,1.316,1.046,18.0,0.788,14.0,2.0,-0.003,0.0,1.049,0.545,7.0,0.615,-0.866,0.5,39.0,32.0,
24.917,7.41,0.297,0.602,-1.338,-12.0,-0.588,-20.0,-7.0,-0.591,0.076,-0.936,0.545,7.0,0.615,-0.5,0.866,31.0,33.0,
26.5,7.147,0.27,1.019,0.07,8.0,0.351,2.0,8.0,-0.49,0.056,0.46,0.545,7.0,0.59,0.0,1.0,34.0,15.0,
26.083,7.251,0.278,0.728,-0.977,-16.0,-0.611,-12.0,3.0,-0.339,0.026,-0.729,0.545,7.0,0.59,0.5,0.866,22.0,27.0,
26.833,6.938,0.259,1.304,1.177,10.0,0.336,13.0,15.0,-0.091,0.002,1.25,0.545,7.0,0.59,0.866,0.5,28.0,19.0,
8.583,4.699,0.547,1.165,0.302,-2.0,-0.182,-1.0,-5.0,0.731,0.288,-0.657,0.455,6.0,0.933,-0.866,-0.5,4.0,8.0,
8.333,4.696,0.564,1.44,0.781,1.0,0.087,1.0,11.0,0.727,0.286,-0.084,0.455,5.0,0.933,-1.0,0.0,7.0,10.0,
7.583,4.769,0.629,1.451,0.716,0.0,0.0,4.0,-4.0,0.766,0.307,-0.2,0.455,6.0,0.933,-0.866,0.5,3.0,12.0,
6.833,4.879,0.714,1.61,0.854,0.0,0.0,-4.0,6.0,0.825,0.341,-0.094,0.545,6.0,0.933,-0.5,0.866,2.0,11.0,
6.417,4.716,0.735,1.714,0.972,4.0,0.452,10.0,10.0,0.668,0.239,0.221,0.545,7.0,0.933,0.0,1.0,6.0,11.0,
5.75,4.585,0.797,1.217,0.273,-8.0,-0.762,-8.0,3.0,0.591,0.198,-0.487,0.545,7.0,0.933,0.5,0.866,3.0,11.0,
5.917,4.663,0.788,2.535,1.948,14.0,2.708,10.0,8.0,0.409,0.092,1.538,0.545,7.0,0.933,0.866,0.5,9.0,7.0,
13.083,2.929,0.224,1.223,0.996,4.0,0.288,3.0,3.0,0.43,0.257,0.218,0.545,6.0,0.333,-0.866,-0.5,6.0,25.0,
12.833,2.794,0.218,0.935,-0.298,-6.0,-0.405,0.0,-3.0,0.301,0.138,-0.959,0.455,6.0,0.538,-1.0,0.0,13.0,16.0,
12.667,2.896,0.229,1.421,1.841,5.0,0.325,6.0,5.0,0.448,0.285,1.172,0.545,6.0,0.538,-0.866,0.5,10.0,12.0,
12.417,2.532,0.204,1.047,0.23,1.0,0.08,0.0,-3.0,0.115,0.025,-0.021,0.455,7.0,0.6,-0.5,0.866,15.0,18.0,
12.667,2.718,0.215,0.947,-0.245,0.0,0.0,-3.0,1.0,-0.049,0.004,-0.146,0.364,6.0,0.625,0.0,1.0,16.0,13.0,
12.75,2.712,0.213,0.941,-0.277,-1.0,-0.08,-1.0,6.0,-0.031,0.002,-0.213,0.455,7.0,0.625,0.5,0.866,13.0,12.0,
11.917,4.03,0.338,1.091,0.269,-2.0,-0.143,-3.0,0.0,0.416,0.127,-0.32,0.545,7.0,0.625,0.866,0.5,2.0,12.0,
16.5,4.77,0.289,1.576,1.992,8.0,0.368,5.0,12.0,0.566,0.168,1.468,0.364,5.0,0.588,-0.866,-0.5,17.0,24.0,
15.417,3.883,0.252,1.168,0.665,-3.0,-0.154,7.0,2.0,0.269,0.057,0.292,0.364,5.0,0.588,-1.0,0.0,13.0,26.0,
14.917,3.904,0.262,1.408,1.558,0.0,0.0,14.0,4.0,0.283,0.063,1.197,0.455,4.0,0.588,-0.866,0.5,12.0,18.0,
13.5,4.481,0.332,1.556,1.674,10.0,0.647,7.0,8.0,0.427,0.108,1.218,0.545,4.0,0.588,-0.5,0.866,4.0,21.0,
12.75,3.876,0.304,0.863,-0.452,4.0,0.452,-5.0,-6.0,0.143,0.016,-0.66,0.455,5.0,0.667,0.0,1.0,12.0,21.0,
12.417,4.172,0.336,0.564,-1.298,-7.0,-0.693,-10.0,-10.0,0.444,0.135,-2.025,0.455,5.0,0.667,0.5,0.866,7.0,11.0,
12.833,3.848,0.3,1.091,0.303,-2.0,-0.134,1.0,1.0,0.706,0.402,-0.913,0.455,6.0,0.667,0.866,0.5,12.0,7.0,
9.417,4.368,0.464,1.062,0.134,-6.0,-0.47,4.0,4.0,0.507,0.161,-0.551,0.364,5.0,0.6,-0.866,-0.5,2.0,10.0,
9.417,4.368,0.464,1.699,1.507,0.0,0.0,10.0,6.0,0.458,0.131,0.998,0.364,5.0,0.8,-1.0,0.0,10.0,10.0,
9.167,4.059,0.443,1.745,1.684,10.0,0.981,8.0,4.0,0.021,0.0,1.656,0.364,5.0,0.846,-0.866,0.5,13.0,16.0,
8.167,3.716,0.455,0.735,-0.583,0.0,0.0,0.0,-9.0,-0.091,0.007,-0.45,0.364,5.0,0.846,-0.5,0.866,4.0,16.0,
8.583,3.73,0.435,0.699,-0.693,-2.0,-0.288,-4.0,0.0,-0.101,0.009,-0.546,0.364,6.0,0.846,0.0,1.0,11.0,6.0,
9.917,5.155,0.52,0.807,-0.372,2.0,0.288,-4.0,6.0,-0.5,0.112,0.172,0.364,5.0,0.909,0.5,0.866,22.0,6.0,
10.167,5.129,0.504,0.59,-0.812,-4.0,-0.511,-9.0,-4.0,-0.455,0.094,-0.341,0.364,5.0,0.909,0.866,0.5,11.0,8.0,
28.917,6.837,0.236,0.795,-0.865,-12.0,-0.42,-10.0,-10.0,0.843,0.181,-1.705,0.545,7.0,0.452,-0.866,-0.5,20.0,18.0,
28.167,7.862,0.279,1.243,0.869,-7.0,-0.182,15.0,10.0,1.685,0.548,-0.461,0.636,7.0,0.429,-1.0,0.0,14.0,23.0,
26.917,7.868,0.292,1.56,1.917,9.0,0.241,7.0,9.0,1.689,0.549,1.097,0.636,7.0,0.429,-0.866,0.5,20.0,35.0,
25.5,6.423,0.252,1.294,1.168,13.0,0.501,0.0,11.0,1.077,0.335,0.301,0.545,7.0,0.44,-0.5,0.866,25.0,42.0,
24.833,6.012,0.242,0.805,-0.804,-15.0,-0.56,-5.0,-6.0,0.755,0.188,-1.659,0.455,6.0,0.44,0.0,1.0,25.0,33.0,
24.917,5.951,0.239,1.405,1.695,2.0,0.059,2.0,15.0,1.122,0.424,0.866,0.545,6.0,0.44,0.5,0.866,21.0,20.0,
23.333,5.573,0.239,1.414,1.735,8.0,0.278,11.0,19.0,1.007,0.389,0.948,0.545,6.0,0.44,0.866,0.5,16.0,35.0,
11.833,4.652,0.393,1.521,1.326,11.0,0.944,2.0,6.0,0.503,0.14,0.787,0.273,4.0,0.588,-0.866,-0.5,4.0,10.0,
11.083,4.31,0.389,0.632,-0.947,-2.0,-0.251,-9.0,-6.0,0.332,0.071,-1.423,0.182,4.0,0.588,-1.0,0.0,9.0,18.0,
11.667,4.19,0.359,0.771,-0.636,-7.0,-0.575,-3.0,-5.0,0.406,0.112,-1.24,0.182,4.0,0.714,-0.866,0.5,14.0,7.0,
11.417,4.425,0.388,1.401,1.036,0.0,0.0,4.0,-1.0,0.745,0.338,0.135,0.273,4.0,0.714,-0.5,0.866,6.0,9.0,
11.083,4.212,0.38,1.444,1.167,4.0,0.288,3.0,12.0,0.514,0.177,0.547,0.273,5.0,0.714,0.0,1.0,12.0,16.0,
10.417,4.01,0.385,1.152,0.395,0.0,0.0,-2.0,8.0,0.409,0.124,-0.178,0.273,5.0,0.714,0.5,0.866,8.0,16.0,
10.0,4.082,0.408,1.2,0.49,-1.0,-0.08,-5.0,3.0,0.469,0.157,-0.154,0.364,5.0,0.714,0.866,0.5,7.0,12.0,
8.833,3.891,0.44,0.792,-0.471,0.0,0.0,-5.0,-3.0,0.392,0.121,-1.093,0.364,7.0,0.632,-0.866,-0.5,4.0,14.0,
8.583,4.092,0.477,0.816,-0.387,-5.0,-0.539,-12.0,2.0,0.661,0.311,-1.536,0.364,7.0,0.632,-1.0,0.0,4.0,7.0,
8.167,4.469,0.547,1.469,0.858,0.0,0.0,6.0,3.0,0.986,0.58,-0.549,0.455,7.0,0.444,-0.866,0.5,2.0,7.0,
7.333,4.607,0.628,1.636,1.013,-7.0,-0.46,2.0,5.0,1.049,0.618,-0.387,0.455,7.0,0.444,-0.5,0.866,2.0,12.0,
6.583,4.518,0.686,2.886,2.748,13.0,1.153,14.0,11.0,1.003,0.588,2.378,0.455,7.0,0.444,0.0,1.0,3.0,12.0,
5.5,2.533,0.461,1.091,0.197,-4.0,-0.511,-3.0,2.0,0.462,0.396,-1.035,0.364,6.0,0.667,0.5,0.866,6.0,19.0,
5.5,2.533,0.461,1.818,1.776,5.0,0.693,3.0,6.0,0.42,0.327,1.055,0.364,5.0,0.667,0.866,0.5,6.0,6.0,
11.583,3.427,0.296,1.209,0.705,0.0,0.0,0.0,3.0,0.444,0.2,-0.008,0.455,9.0,0.667,-0.866,-0.5,10.0,9.0,
12.167,4.278,0.352,1.151,0.428,2.0,0.154,8.0,-1.0,-0.028,0.001,0.465,0.455,9.0,0.714,-1.0,0.0,21.0,14.0,
12.25,4.323,0.353,0.98,-0.058,-2.0,-0.154,-6.0,5.0,-0.22,0.031,0.226,0.455,9.0,0.714,-0.866,0.5,15.0,14.0,
12.25,4.323,0.353,1.143,0.405,8.0,0.847,3.0,4.0,-0.199,0.025,0.667,0.545,8.0,0.714,-0.5,0.866,12.0,12.0,
12.333,4.365,0.354,0.486,-1.451,-12.0,-1.099,-9.0,-2.0,-0.385,0.093,-1.014,0.455,8.0,0.714,0.0,1.0,15.0,14.0,
13.667,4.661,0.341,1.317,0.93,7.0,0.492,11.0,8.0,-0.469,0.12,1.581,0.455,7.0,0.682,0.5,0.866,22.0,6.0,
12.75,4.798,0.376,0.863,-0.365,-4.0,-0.31,1.0,-10.0,-0.409,0.087,0.109,0.455,7.0,0.682,0.866,0.5,7.0,18.0,
7.583,4.252,0.561,1.846,1.509,5.0,0.442,6.0,5.0,0.92,0.557,0.48,0.545,7.0,0.615,-0.866,-0.5,2.0,17.0,
6.583,4.03,0.612,1.367,0.6,-4.0,-0.368,1.0,4.0,0.843,0.521,-0.795,0.455,6.0,0.615,-1.0,0.0,2.0,14.0,
6.083,4.071,0.669,2.137,1.699,5.0,0.486,6.0,0.0,0.871,0.545,0.775,0.455,5.0,0.667,-0.866,0.5,3.0,9.0,
5.25,3.562,0.678,1.524,0.772,0.0,0.0,-1.0,6.0,0.675,0.428,-0.357,0.364,5.0,0.667,-0.5,0.866,3.0,13.0,
5.167,3.508,0.679,1.548,0.808,1.0,0.134,3.0,7.0,0.483,0.225,0.058,0.364,5.0,0.857,0.0,1.0,7.0,8.0,
